,imLoc,jVel,jPos,eeVel,eePos,cPos
144,/images/episode_0/run_1/step_44.jpg,"-0.027313232421875,0.36818504333496094,0.08174896240234375,0.04276752471923828,-0.5597257614135742,-0.22020816802978516,0.5719566345214844","-0.21676945686340332,-0.01847231388092041,0.3032090663909912,-2.090014696121216,-0.39038586616516113,0.44263601303100586,0.5142350196838379","0.001585155725479126,0.9965024590492249,0.31438785791397095","-0.006932616233825684,-0.08536219596862793,-0.10683953762054443,0.013013819232583046,0.0020943665876984596,-0.051735445857048035","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
145,/images/episode_0/run_1/step_45.jpg,"-0.0023221969604492188,0.37003040313720703,0.055556297302246094,0.047440528869628906,-0.5884408950805664,-0.21066665649414062,0.5980300903320312","-0.21688556671142578,2.9206275939941406e-05,0.3059868812561035,-2.0876426696777344,-0.41980791091918945,0.43210268020629883,0.5441365242004395","0.0012202076613903046,0.9922498464584351,0.3090246319770813","-0.007298961281776428,-0.0850522518157959,-0.10726451873779297,0.012354333885014057,0.0023466828279197216,-0.05195692554116249","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
146,/images/episode_0/run_1/step_46.jpg,"0.025415420532226562,0.3712177276611328,0.025682449340820312,0.05208015441894531,-0.6136846542358398,-0.20131587982177734,0.6211328506469727","-0.21561479568481445,0.018590092658996582,0.30727100372314453,-2.085038661956787,-0.45049214363098145,0.42203688621520996,0.5751931667327881","0.0008385106921195984,0.9880167841911316,0.30364835262298584","-0.0076339393854141235,-0.08466124534606934,-0.10752558708190918,0.011441335082054138,0.0028979170601814985,-0.05231643468141556","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
147,/images/episode_0/run_1/step_47.jpg,"0.055141448974609375,0.37180423736572266,-0.007171630859375,0.05661964416503906,-0.6345796585083008,-0.19225597381591797,0.6404733657836914","-0.21285772323608398,0.037180304527282715,0.3069124221801758,-2.082207679748535,-0.4822211265563965,0.41242408752441406,0.6072168350219727","0.0004381723701953888,0.9838007092475891,0.2982548475265503","-0.008006766438484192,-0.08432149887084961,-0.10787010192871094,0.010658830404281616,0.0034174358006566763,-0.052564479410648346","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
148,/images/episode_0/run_1/step_48.jpg,"0.08584022521972656,0.37174224853515625,-0.04215717315673828,0.06121635437011719,-0.6504631042480469,-0.1839590072631836,0.6555080413818359","-0.20856571197509766,0.05576741695404053,0.30480456352233887,-2.0791468620300293,-0.5147442817687988,0.4032261371612549,0.6399922370910645","1.8484890460968018e-05,0.9795936346054077,0.2928423285484314","-0.008393749594688416,-0.08414149284362793,-0.10825037956237793,0.009732847101986408,0.004052765667438507,-0.0528983436524868","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
149,/images/episode_0/run_1/step_49.jpg,"0.11657238006591797,0.3710460662841797,-0.07817745208740234,0.06575584411621094,-0.6609773635864258,-0.17646312713623047,0.6659650802612305","-0.20273709297180176,0.07431972026824951,0.30089569091796875,-2.0758590698242188,-0.5477931499481201,0.39440298080444336,0.673290491104126","-0.0004236772656440735,0.9754042029380798,0.2874133288860321","-0.00884324312210083,-0.08378863334655762,-0.10857999324798584,0.008898735977709293,0.004735657013952732,-0.05329865589737892","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
150,/images/episode_0/run_1/step_50.jpg,"0.146331787109375,0.36972522735595703,-0.1141214370727539,0.07021903991699219,-0.6661224365234375,-0.17013072967529297,0.6718826293945312","-0.195420503616333,0.09280598163604736,0.29518961906433105,-2.072348117828369,-0.581099271774292,0.3858964443206787,0.7068846225738525","-0.0008882023394107819,0.9712309837341309,0.28196439146995544","-0.009290501475334167,-0.08346438407897949,-0.1089787483215332,0.00806661881506443,0.005560415331274271,-0.053728461265563965","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
151,/images/episode_0/run_1/step_51.jpg,"0.17427444458007812,0.36789417266845703,-0.1490020751953125,0.07462501525878906,-0.6663846969604492,-0.16495704650878906,0.6737279891967773","-0.1867067813873291,0.11120069026947021,0.28773951530456543,-2.0686168670654297,-0.6144185066223145,0.37764859199523926,0.7405710220336914","-0.0013745464384555817,0.9670764207839966,0.2764984965324402","-0.009726881980895996,-0.08309125900268555,-0.10931789875030518,0.007153230253607035,0.00623512826859951,-0.0539931058883667","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
152,/images/episode_0/run_1/step_52.jpg,"0.19981861114501953,0.36568164825439453,-0.1821422576904297,0.0789642333984375,-0.6624603271484375,-0.1611185073852539,0.6721735000610352","-0.17671585083007812,0.12948477268218994,0.27863240242004395,-2.064668655395508,-0.6475415229797363,0.36959266662597656,0.7741796970367432","-0.0018822550773620605,0.9629417061805725,0.2710157632827759","-0.010154172778129578,-0.08269429206848145,-0.10965466499328613,0.006214999593794346,0.007033851929008961,-0.05433432012796402","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
153,/images/episode_0/run_1/step_53.jpg,"0.22263526916503906,0.3632164001464844,-0.21297454833984375,0.0832223892211914,-0.6551647186279297,-0.15848636627197266,0.6680202484130859","-0.16558408737182617,0.14764559268951416,0.26798367500305176,-2.0605075359344482,-0.6802997589111328,0.36166834831237793,0.8075807094573975","-0.0024160295724868774,0.95882248878479,0.26551342010498047","-0.010675489902496338,-0.08238434791564941,-0.1100468635559082,0.005161002743989229,0.007727849297225475,-0.05465847998857498","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
154,/images/episode_0/run_1/step_54.jpg,"0.24268627166748047,0.36064624786376953,-0.2412271499633789,0.08739471435546875,-0.6453037261962891,-0.1571178436279297,0.6619358062744141","-0.15344977378845215,0.16567790508270264,0.2559223175048828,-2.056137800216675,-0.7125649452209473,0.35381245613098145,0.8406774997711182","-0.0029734745621681213,0.9547244906425476,0.25999683141708374","-0.011148899793624878,-0.08195996284484863,-0.11033177375793457,0.0040802909061312675,0.008491040207445621,-0.05499273166060448","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
155,/images/episode_0/run_1/step_55.jpg,"0.26007652282714844,0.35807132720947266,-0.26690006256103516,0.09149551391601562,-0.6337499618530273,-0.15680789947509766,0.654749870300293","-0.14044594764709473,0.18358147144317627,0.24257731437683105,-2.051563024520874,-0.7442524433135986,0.34597206115722656,0.8734149932861328","-0.003555428236722946,0.9506449699401855,0.2544633746147156","-0.011639073491096497,-0.08159041404724121,-0.11066913604736328,0.002884302753955126,0.009100046008825302,-0.05515613406896591","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
156,/images/episode_0/run_1/step_56.jpg,"0.2750539779663086,0.35561084747314453,-0.2901172637939453,0.09552478790283203,-0.6211662292480469,-0.15758037567138672,0.6470870971679688","-0.1266932487487793,0.2013620138168335,0.2280714511871338,-2.0467867851257324,-0.775310754776001,0.3380930423736572,0.9057693481445312","-0.004159335047006607,0.9465857744216919,0.24891623854637146","-0.012078136205673218,-0.08118391036987305,-0.11094272136688232,0.0015865473542362452,0.009817677550017834,-0.05532633140683174","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
157,/images/episode_0/run_1/step_57.jpg,"0.28794288635253906,0.35332202911376953,-0.31116485595703125,0.09945392608642578,-0.6081962585449219,-0.1592111587524414,0.6395721435546875","-0.11229610443115234,0.21902811527252197,0.21251320838928223,-2.041814088821411,-0.8057205677032471,0.33013248443603516,0.9377479553222656","-0.004788566380739212,0.9425451755523682,0.24335376918315887","-0.0125846266746521,-0.08081197738647461,-0.11124938726425171,0.00021227037359494716,0.010381652973592281,-0.055416010320186615","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
158,/images/episode_0/run_1/step_58.jpg,"0.2991199493408203,0.3512859344482422,-0.3304100036621094,0.10329246520996094,-0.5952739715576172,-0.16175270080566406,0.6325817108154297","-0.09734010696411133,0.23659241199493408,0.19599270820617676,-2.036649465560913,-0.8354842662811279,0.32204484939575195,0.9693770408630371","-0.005440864711999893,0.9385253190994263,0.2377782016992569","-0.013045966625213623,-0.08039712905883789,-0.11151134967803955,-0.0012804323341697454,0.011068583466112614,-0.055559542030096054","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
159,/images/episode_0/run_1/step_59.jpg,"0.30899524688720703,0.3495454788208008,-0.34812450408935547,0.1070547103881836,-0.5828332901000977,-0.16499996185302734,0.626521110534668","-0.08189034461975098,0.2540696859359741,0.17858648300170898,-2.031296730041504,-0.8646259307861328,0.3137948513031006,1.0007030963897705","-0.006117884069681168,0.9345256090164185,0.2321903258562088","-0.013540387153625488,-0.07999420166015625,-0.11175751686096191,-0.0028794175013899803,0.01165195181965828,-0.055543266236782074","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
160,/images/episode_0/run_1/step_60.jpg,"0.31785011291503906,0.34813404083251953,-0.3647041320800781,0.11070728302001953,-0.5710887908935547,-0.1690530776977539,0.6216335296630859","-0.06599783897399902,0.2714763879776001,0.16035127639770508,-2.025761365890503,-0.8931803703308105,0.3053421974182129,1.0317847728729248","-0.006818704307079315,0.9305458068847656,0.226589635014534","-0.014016404747962952,-0.07959604263305664,-0.1120138168334961,-0.004557506646960974,0.012343315407633781,-0.05559186637401581","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
161,/images/episode_0/run_1/step_61.jpg,"0.3261280059814453,0.3470897674560547,-0.3805732727050781,0.11428356170654297,-0.5603551864624023,-0.1737689971923828,0.6182193756103516","-0.04969143867492676,0.28883087635040283,0.14132261276245117,-2.020047187805176,-0.9211981296539307,0.29665374755859375,1.0626957416534424","-0.007545098662376404,0.9265842437744141,0.22097466886043549","-0.014527887105941772,-0.07923126220703125,-0.11229932308197021,-0.006365131586790085,0.01292815338820219,-0.05549763888120651","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
162,/images/episode_0/run_1/step_62.jpg,"0.33416748046875,0.3464365005493164,-0.3960704803466797,0.11775016784667969,-0.5507230758666992,-0.17927169799804688,0.6165122985839844","-0.03298306465148926,0.30615270137786865,0.12151908874511719,-2.014159679412842,-0.9487342834472656,0.2876901626586914,1.0935213565826416","-0.008294157683849335,0.9226440787315369,0.21535038948059082","-0.014981180429458618,-0.07880330085754395,-0.11248558759689331,-0.008277468383312225,0.013653790578246117,-0.055402401834726334","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
163,/images/episode_0/run_1/step_63.jpg,"0.3423023223876953,0.346221923828125,-0.4116249084472656,0.12111663818359375,-0.542445182800293,-0.18547534942626953,0.6167173385620117","-0.015867948532104492,0.3234637975692749,0.1009378433227539,-2.008103847503662,-0.9758565425872803,0.27841639518737793,1.1243572235107422","-0.009067855775356293,0.9187246561050415,0.20971599221229553","-0.01547396183013916,-0.07838845252990723,-0.11268794536590576,-0.010334189981222153,0.014302111230790615,-0.0552191399037838","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
164,/images/episode_0/run_1/step_64.jpg,"0.3508758544921875,0.34646034240722656,-0.42761802673339844,0.12439727783203125,-0.5356073379516602,-0.19257068634033203,0.6190252304077148","0.0016758441925048828,0.34078681468963623,0.07955694198608398,-2.0018839836120605,-1.0026369094848633,0.26878786087036133,1.155308485031128","-0.009863954037427902,0.9148247241973877,0.2040713131427765","-0.01592196524143219,-0.07799863815307617,-0.11289358139038086,-0.012481926009058952,0.015092384070158005,-0.05500771105289459","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
165,/images/episode_0/run_1/step_65.jpg,"0.36026477813720703,0.3472280502319336,-0.44456958770751953,0.1275348663330078,-0.5303955078125,-0.2005290985107422,0.6237649917602539","0.019689083099365234,0.3581482172012329,0.05732846260070801,-1.9955072402954102,-1.0291566848754883,0.2587614059448242,1.1864967346191406","-0.010685618966817856,0.9109461903572083,0.19841808080673218","-0.016433298587799072,-0.07757067680358887,-0.11306464672088623,-0.014787107706069946,0.015855994075536728,-0.05469214916229248","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
166,/images/episode_0/run_1/step_66.jpg,"0.37085533142089844,0.3485870361328125,-0.46295166015625,0.13057708740234375,-0.5269193649291992,-0.20966529846191406,0.6312036514282227","0.038231849670410156,0.37557756900787354,0.03418087959289551,-1.988978385925293,-1.0555026531219482,0.24827814102172852,1.2180569171905518","-0.011529762297868729,0.907088041305542,0.19275686144828796","-0.016882866621017456,-0.0771629810333252,-0.11322438716888428,-0.0172125194221735,0.016758017241954803,-0.05437341332435608","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
167,/images/episode_0/run_1/step_67.jpg,"0.38315773010253906,0.3506135940551758,-0.4833698272705078,0.13350486755371094,-0.5254077911376953,-0.22000789642333984,0.6416940689086914","0.05738973617553711,0.3931082487106323,0.010012388229370117,-1.9823031425476074,-1.081773042678833,0.23727774620056152,1.2501416206359863","-0.01239931583404541,0.9032511711120605,0.18708989024162292","-0.01739107072353363,-0.0767374038696289,-0.11333942413330078,-0.01981143094599247,0.017669113352894783,-0.053938254714012146","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
168,/images/episode_0/run_1/step_68.jpg,"0.3976583480834961,0.3534507751464844,-0.5065155029296875,0.13625621795654297,-0.5260276794433594,-0.23204326629638672,0.6557035446166992","0.07727265357971191,0.41078078746795654,-0.015313386917114258,-1.9754903316497803,-1.108074426651001,0.2256755828857422,1.2829267978668213","-0.013292983174324036,0.8994356393814087,0.1814180165529251","-0.01787334680557251,-0.07631063461303711,-0.1134374737739563,-0.022522741928696632,0.018785934895277023,-0.05349326878786087","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
169,/images/episode_0/run_1/step_69.jpg,"0.4151582717895508,0.35728931427001953,-0.5334234237670898,0.13892173767089844,-0.5290651321411133,-0.24602413177490234,0.6738424301147461","0.09803056716918945,0.4286452531814575,-0.04198455810546875,-1.9685442447662354,-1.1345276832580566,0.21337437629699707,1.3166189193725586","-0.014210980385541916,0.8956418633460999,0.1757432073354721","-0.018359944224357605,-0.07587552070617676,-0.11349618434906006,-0.025453608483076096,0.01983610726892948,-0.05285494029521942","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
170,/images/episode_0/run_1/step_70.jpg,"0.4366159439086914,0.36238670349121094,-0.5652856826782227,0.141448974609375,-0.5348014831542969,-0.2627277374267578,0.6969594955444336","0.11986136436462402,0.44676458835601807,-0.07024884223937988,-1.9614717960357666,-1.1612677574157715,0.20023798942565918,1.3514668941497803","-0.01515115611255169,0.8918700218200684,0.17006923258304596","-0.018803514540195465,-0.07543683052062988,-0.11347949504852295,-0.02856537699699402,0.021157599985599518,-0.05218280106782913","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
171,/images/episode_0/run_1/step_71.jpg,"0.46329498291015625,0.36916255950927734,-0.6039667129516602,0.14382362365722656,-0.543675422668457,-0.2828073501586914,0.7260704040527344","0.14302611351013184,0.46522271633148193,-0.10044717788696289,-1.9542806148529053,-1.1884515285491943,0.1860976219177246,1.387770414352417","-0.016116227954626083,0.8881212472915649,0.1644008755683899","-0.019301436841487885,-0.07497549057006836,-0.11336714029312134,-0.03187328204512596,0.022535154595971107,-0.051371414214372635","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
